txn_id,account_no,region,branch_code,txn_type,amount,status,timestamp,device_type,customer_type,location
TX0091,AC976511,South,BR118,CHEQUE,143709.62,Success,2025-07-22 15:14:43,mobile,Individual,Andhra Pradesh
TX0092,AC728168,South,BR115,CHEQUE,130078.66,Pending,2025-07-15 20:29:21,ATM,Individual,Kerala
TX0093,AC348967,South,BR109,NEFT,30732.17,Success,2025-08-05 20:58:10,mobile,Individual,Tamil Nadu
TX0094,AC281485,South,BR113,UPI,657.2,Success,2025-07-23 22:42:20,mobile,Individual,Kerala
TX0095,AC343466,South,BR110,CHEQUE,183537.78,Success,2025-07-28 08:49:29,ATM,Individual,Andhra Pradesh
TX0096,AC158067,South,BR105,UPI,4337.42,Success,2025-07-30 01:58:54,POS,Individual,Karnataka
TX0097,AC302399,South,BR101,UPI,752.71,Success,2025-07-31 15:34:40,ATM,Corporate,Karnataka
TX0098,AC769121,South,BR111,CHEQUE,165044.56,Success,2025-07-31 19:13:52,mobile,Individual,Karnataka
TX0099,AC795924,South,BR107,UPI,3063.2,Failed,2025-07-24 04:34:52,ATM,Corporate,Telangana
TX0100,AC232526,South,BR105,NEFT,40351.14,Success,2025-07-26 03:39:28,web,Individual,Karnataka
TX0101,AC487913,South,BR119,NEFT,64195.37,Pending,2025-08-08 23:21:41,web,Individual,Telangana
TX0102,AC766195,South,BR110,UPI,2534.98,Success,2025-07-24 06:37:21,POS,Corporate,Karnataka
TX0103,AC711859,South,BR116,NEFT,60517.34,Success,2025-07-30 16:04:41,mobile,Individual,Kerala
TX0104,AC770833,South,BR102,UPI,3994.43,Success,2025-07-21 06:21:01,mobile,Individual,Andhra Pradesh
TX0105,AC279470,South,BR105,NEFT,46363.92,Failed,2025-07-31 12:24:47,mobile,Individual,Telangana
TX0106,AC166948,South,BR120,CHEQUE,192065.92,Success,2025-07-22 01:55:31,POS,Corporate,Telangana
TX0107,AC313671,South,BR113,UPI,9101.16,Success,2025-07-24 20:49:24,mobile,Corporate,Andhra Pradesh
TX0108,AC283235,South,BR108,NEFT,73802.69,Success,2025-07-16 05:48:27,POS,Corporate,Kerala
TX0109,AC919715,South,BR101,UPI,6287.03,Success,2025-07-27 02:10:45,web,Individual,Tamil Nadu
TX0110,AC452123,South,BR109,NEFT,76401.78,Success,2025-07-16 02:32:13,ATM,Corporate,Karnataka
TX0111,AC679504,South,BR106,CHEQUE,109602.82,Success,2025-08-05 19:15:07,ATM,Individual,Karnataka
TX0112,AC583789,South,BR112,CHEQUE,138989.62,Success,2025-07-29 18:34:14,mobile,Individual,Tamil Nadu
TX0113,AC333794,South,BR106,NEFT,97193.18,Success,2025-07-24 03:15:15,web,Corporate,Karnataka
TX0114,AC490761,South,BR104,NEFT,92111.4,Success,2025-07-17 22:47:45,POS,Individual,Kerala
TX0115,AC909606,South,BR117,NEFT,39935.07,Success,2025-07-29 19:13:35,ATM,Corporate,Telangana
TX0116,AC140597,South,BR102,CHEQUE,38149.34,Success,2025-07-21 16:53:44,web,Individual,Tamil Nadu
TX0117,AC463828,South,BR105,MANDATE,43572.29,Success,2025-08-03 18:41:44,POS,Corporate,Karnataka
TX0118,AC166027,South,BR101,CHEQUE,69406.95,Success,2025-07-23 13:42:46,ATM,Corporate,Andhra Pradesh
TX0119,AC228788,South,BR115,UPI,7852.91,Pending,2025-08-01 19:39:19,POS,Corporate,Karnataka
TX0120,AC763442,South,BR110,NEFT,78895.49,Success,2025-07-29 10:04:05,ATM,Individual,Telangana
TX0121,AC567142,South,BR108,UPI,3163.82,Success,2025-08-01 22:17:42,web,Individual,Andhra Pradesh
TX0122,AC560593,South,BR105,UPI,4343.7,Pending,2025-07-29 23:07:55,POS,Individual,Karnataka
TX0123,AC940774,South,BR103,NEFT,96465.28,Success,2025-07-24 10:08:20,ATM,Corporate,Karnataka
TX0124,AC182830,South,BR119,CHEQUE,179660.34,Success,2025-07-28 20:02:16,mobile,Corporate,Karnataka
TX0125,AC584147,South,BR107,UPI,2178.32,Failed,2025-07-20 16:55:43,POS,Individual,Telangana
TX0126,AC428802,South,BR110,NEFT,38866.72,Success,2025-08-07 14:48:10,web,Corporate,Karnataka
TX0127,AC628229,South,BR101,CHEQUE,59946.76,Success,2025-07-24 09:19:49,web,Individual,Telangana
TX0128,AC563593,South,BR101,CHEQUE,85570.12,Success,2025-07-19 13:57:53,web,Individual,Karnataka
TX0129,AC902275,South,BR106,NEFT,57451.33,Success,2025-07-20 17:54:35,web,Individual,Andhra Pradesh
TX0130,AC194366,South,BR115,MANDATE,35091.83,Failed,2025-08-08 16:32:22,mobile,Corporate,Karnataka
TX0131,AC610402,South,BR101,CHEQUE,196038.89,Success,2025-07-21 20:24:38,POS,Individual,Tamil Nadu
TX0132,AC661879,South,BR106,NEFT,32763.46,Success,2025-07-15 12:54:08,POS,Corporate,Karnataka
TX0133,AC922566,South,BR115,CHEQUE,170676.14,Success,2025-08-08 07:51:37,ATM,Corporate,Telangana
TX0134,AC179337,South,BR112,UPI,327.61,Success,2025-08-05 13:02:48,ATM,Corporate,Karnataka
TX0135,AC332574,South,BR113,NEFT,57407.79,Success,2025-07-18 20:12:12,web,Individual,Karnataka
TX0136,AC650817,South,BR107,NEFT,44177.01,Success,2025-08-07 21:11:37,web,Individual,Telangana
TX0137,AC427160,South,BR109,UPI,910.53,Success,2025-07-27 13:52:56,POS,Corporate,Telangana
TX0138,AC590272,South,BR113,NEFT,75343.17,Success,2025-07-17 13:43:05,POS,Individual,Andhra Pradesh
TX0139,AC869552,South,BR101,MANDATE,49606.95,Success,2025-07-18 07:19:42,POS,Corporate,Tamil Nadu
TX0140,AC698789,South,BR110,UPI,5256.16,Pending,2025-08-01 01:19:18,POS,Corporate,Karnataka
TX0141,AC131202,South,BR118,NEFT,74268.13,Failed,2025-07-17 17:13:02,ATM,Individual,Tamil Nadu
TX0142,AC233546,South,BR109,CHEQUE,118378.47,Success,2025-07-20 17:12:57,mobile,Corporate,Kerala
TX0143,AC530144,South,BR101,NEFT,30682.68,Success,2025-07-16 10:18:33,web,Individual,Karnataka
TX0144,AC604244,South,BR112,UPI,3773.53,Failed,2025-07-26 19:46:02,web,Individual,Karnataka
TX0145,AC442038,South,BR107,UPI,3414.84,Success,2025-08-05 07:30:18,mobile,Corporate,Kerala
TX0146,AC820869,South,BR120,NEFT,74868.7,Success,2025-08-08 15:31:54,web,Individual,Andhra Pradesh
TX0147,AC497449,South,BR105,UPI,2983.87,Failed,2025-07-30 02:17:18,web,Individual,Telangana
TX0148,AC286124,South,BR112,NEFT,69000.18,Success,2025-07-17 20:50:42,mobile,Corporate,Andhra Pradesh
TX0149,AC181017,South,BR104,MANDATE,34974.3,Success,2025-08-06 14:44:11,mobile,Individual,Andhra Pradesh
TX0150,AC324151,South,BR106,NEFT,66295.1,Success,2025-08-01 05:49:07,mobile,Corporate,Telangana
TX0151,AC137907,South,BR108,UPI,3873.39,Success,2025-07-16 04:27:59,mobile,Individual,Telangana
TX0152,AC952521,South,BR120,CHEQUE,158778.52,Pending,2025-07-17 00:35:46,web,Corporate,Kerala
TX0153,AC261819,South,BR117,UPI,637.85,Success,2025-08-04 05:01:55,ATM,Individual,Andhra Pradesh
TX0154,AC319435,South,BR103,CHEQUE,128162.69,Success,2025-08-08 17:57:29,ATM,Corporate,Telangana
TX0155,AC196645,South,BR114,UPI,9620.82,Success,2025-07-28 11:32:12,ATM,Corporate,Karnataka
TX0156,AC469345,South,BR112,NEFT,10849.49,Success,2025-07-27 23:05:29,POS,Corporate,Karnataka
TX0157,AC432428,South,BR119,MANDATE,29948.74,Failed,2025-07-20 13:26:47,ATM,Corporate,Andhra Pradesh
TX0158,AC648570,South,BR110,CHEQUE,86885.65,Success,2025-07-30 07:36:30,POS,Corporate,Kerala
TX0159,AC184570,South,BR111,NEFT,78094.85,Failed,2025-08-06 17:21:36,ATM,Individual,Kerala
TX0160,AC600746,South,BR115,MANDATE,7790.52,Success,2025-07-24 02:25:33,mobile,Corporate,Karnataka
TX0161,AC293110,South,BR105,UPI,1130.69,Failed,2025-08-02 02:23:56,POS,Individual,Kerala
TX0162,AC739188,South,BR113,CHEQUE,108788.8,Failed,2025-08-01 02:18:54,POS,Individual,Telangana
TX0163,AC898219,South,BR109,UPI,9022.61,Success,2025-07-18 03:14:39,ATM,Individual,Andhra Pradesh
TX0164,AC956330,South,BR105,NEFT,93395.52,Success,2025-07-25 13:07:18,web,Individual,Karnataka
TX0165,AC817423,South,BR107,NEFT,68170.13,Success,2025-08-07 11:22:37,POS,Corporate,Telangana
TX0166,AC754695,South,BR109,UPI,275.76,Success,2025-07-16 06:42:51,POS,Corporate,Andhra Pradesh
TX0167,AC267215,South,BR111,NEFT,78709.28,Success,2025-07-25 09:12:53,ATM,Corporate,Kerala
TX0168,AC653896,South,BR118,UPI,6327.47,Failed,2025-07-23 11:48:56,mobile,Individual,Kerala
TX0169,AC877468,South,BR101,NEFT,82123.81,Success,2025-08-04 00:04:52,mobile,Individual,Kerala
TX0170,AC334263,South,BR106,NEFT,92565.51,Success,2025-07-31 01:00:38,mobile,Individual,Andhra Pradesh
TX0171,AC804470,South,BR113,UPI,2297.97,Success,2025-07-20 01:57:04,ATM,Corporate,Tamil Nadu
TX0172,AC984026,South,BR103,UPI,7573.39,Success,2025-07-26 10:39:02,web,Individual,Karnataka
TX0173,AC770775,South,BR109,UPI,9205.88,Success,2025-07-16 15:44:38,POS,Corporate,Telangana
TX0174,AC867723,South,BR111,NEFT,47913.08,Success,2025-07-19 00:26:45,web,Individual,Tamil Nadu
TX0175,AC565551,South,BR116,CHEQUE,102080.86,Success,2025-07-20 13:40:48,ATM,Corporate,Tamil Nadu
TX0176,AC841714,South,BR116,UPI,3689.26,Success,2025-08-06 19:18:56,POS,Corporate,Telangana
TX0177,AC647614,South,BR113,CHEQUE,155395.79,Success,2025-08-03 00:47:11,POS,Individual,Kerala
TX0178,AC915806,South,BR116,CHEQUE,199623.52,Pending,2025-07-24 10:49:36,web,Corporate,Telangana
TX0179,AC746939,South,BR118,NEFT,39039.27,Success,2025-07-17 17:48:22,mobile,Corporate,Karnataka
TX0180,AC871282,South,BR102,CHEQUE,129792.22,Success,2025-07-31 19:17:10,mobile,Individual,Tamil Nadu
TX0181,AC365419,South,BR103,UPI,7827.67,Failed,2025-07-30 19:20:31,web,Corporate,Andhra Pradesh
TX0182,AC726865,South,BR111,MANDATE,19767.15,Success,2025-07-24 19:47:27,ATM,Individual,Karnataka
TX0183,AC376632,South,BR104,NEFT,96934.99,Success,2025-08-06 09:14:20,web,Individual,Karnataka
TX0184,AC606459,South,BR110,NEFT,10355.98,Success,2025-07-30 03:41:46,mobile,Corporate,Tamil Nadu
TX0185,AC493506,South,BR103,NEFT,58967.5,Success,2025-07-17 17:12:24,ATM,Corporate,Tamil Nadu
TX0186,AC708961,South,BR108,UPI,7754.59,Success,2025-07-28 15:04:47,ATM,Corporate,Andhra Pradesh
TX0187,AC405467,South,BR105,CHEQUE,135488.05,Success,2025-07-30 09:57:00,ATM,Corporate,Karnataka
TX0188,AC611726,South,BR104,NEFT,11702.83,Success,2025-07-16 01:01:43,web,Corporate,Telangana
TX0189,AC356101,South,BR118,CHEQUE,46337.45,Failed,2025-07-16 22:49:58,mobile,Corporate,Karnataka
TX0190,AC763509,South,BR115,NEFT,15446.81,Success,2025-07-26 14:58:11,web,Individual,Tamil Nadu
TX0191,AC344699,South,BR111,CHEQUE,154904.86,Success,2025-07-18 06:20:04,POS,Corporate,Tamil Nadu
TX0192,AC975844,South,BR104,NEFT,62273.01,Success,2025-07-27 14:39:27,mobile,Individual,Tamil Nadu
TX0193,AC410271,South,BR108,UPI,2914.58,Success,2025-07-16 13:24:44,ATM,Individual,Tamil Nadu
TX0194,AC556012,South,BR112,UPI,3462.71,Success,2025-07-30 05:29:48,POS,Corporate,Kerala
TX0195,AC899164,South,BR111,NEFT,87010.48,Success,2025-08-02 08:16:25,mobile,Individual,Kerala
TX0196,AC222686,South,BR102,NEFT,28603.95,Success,2025-08-02 07:30:21,POS,Corporate,Andhra Pradesh
TX0197,AC391992,South,BR115,CHEQUE,80687.01,Success,2025-08-08 20:50:06,POS,Individual,Karnataka
TX0198,AC794446,South,BR108,UPI,2427.97,Success,2025-07-20 07:14:46,ATM,Individual,Telangana
TX0199,AC863403,South,BR101,UPI,5441.83,Success,2025-08-04 10:57:08,POS,Individual,Andhra Pradesh
TX0200,AC852999,South,BR112,NEFT,71844.19,Success,2025-08-04 08:23:13,ATM,Individual,Kerala
TX0201,AC705770,South,BR120,UPI,1511.04,Success,2025-07-28 15:44:54,POS,Individual,Kerala
TX0202,AC776838,South,BR119,CHEQUE,135234.73,Success,2025-08-03 23:00:37,web,Individual,Karnataka
TX0203,AC981784,South,BR114,UPI,388.74,Success,2025-08-05 09:08:35,POS,Corporate,Telangana
TX0204,AC845747,South,BR114,MANDATE,35611.52,Success,2025-07-22 08:40:59,web,Individual,Karnataka
TX0205,AC436594,South,BR103,NEFT,49924.4,Success,2025-07-15 23:04:39,web,Individual,Telangana
TX0206,AC793491,South,BR106,CHEQUE,92059.22,Success,2025-08-01 11:03:20,POS,Individual,Andhra Pradesh
TX0207,AC948060,South,BR112,CHEQUE,176019.11,Success,2025-07-24 04:04:53,ATM,Corporate,Karnataka
TX0208,AC323098,South,BR105,CHEQUE,194834.61,Success,2025-07-31 19:51:24,web,Corporate,Telangana
TX0209,AC852432,South,BR114,NEFT,67936.46,Success,2025-07-22 21:58:24,mobile,Individual,Tamil Nadu
TX0210,AC892561,South,BR115,NEFT,82748.25,Success,2025-07-23 10:40:17,mobile,Corporate,Kerala
TX0211,AC343597,South,BR115,NEFT,72175.76,Success,2025-07-18 00:40:49,POS,Corporate,Tamil Nadu
TX0212,AC552116,South,BR106,UPI,6422.69,Success,2025-07-30 23:51:10,web,Individual,Karnataka
TX0213,AC314243,South,BR105,UPI,2426.88,Success,2025-07-17 22:32:41,POS,Individual,Karnataka
TX0214,AC136536,South,BR116,UPI,7269.19,Success,2025-07-24 00:48:09,POS,Individual,Karnataka
TX0215,AC961682,South,BR115,UPI,2209.88,Success,2025-07-15 15:44:23,ATM,Individual,Karnataka
TX0216,AC937913,South,BR109,CHEQUE,112190.68,Success,2025-08-06 00:57:26,mobile,Individual,Tamil Nadu
TX0217,AC356369,South,BR105,NEFT,19183.83,Failed,2025-08-02 22:18:22,web,Individual,Telangana
TX0218,AC700129,South,BR115,NEFT,89995.64,Success,2025-07-20 04:37:07,POS,Corporate,Kerala
TX0219,AC875074,South,BR114,UPI,987.09,Success,2025-07-19 17:25:30,web,Corporate,Karnataka
TX0220,AC121707,South,BR102,MANDATE,10579.64,Success,2025-08-01 23:16:04,mobile,Individual,Andhra Pradesh
TX0221,AC256697,South,BR116,NEFT,72973.35,Success,2025-07-28 06:08:14,POS,Individual,Telangana
TX0222,AC532090,South,BR110,UPI,7322.7,Success,2025-07-18 06:13:09,web,Individual,Telangana
TX0223,AC154849,South,BR106,UPI,4147.34,Success,2025-07-21 17:26:46,web,Individual,Andhra Pradesh
TX0224,AC131353,South,BR112,MANDATE,43654.76,Success,2025-07-20 23:50:47,mobile,Corporate,Tamil Nadu
TX0225,AC156035,South,BR111,NEFT,57739.22,Failed,2025-07-27 11:48:48,POS,Individual,Telangana
TX0226,AC203875,South,BR117,UPI,9409.76,Success,2025-07-27 09:51:19,mobile,Corporate,Telangana
TX0227,AC458079,South,BR107,NEFT,65610.39,Success,2025-08-04 17:30:00,web,Individual,Tamil Nadu
TX0228,AC697721,South,BR104,CHEQUE,114369.08,Success,2025-08-02 04:33:04,mobile,Corporate,Tamil Nadu
TX0229,AC463439,South,BR110,NEFT,75991.42,Success,2025-07-24 14:00:43,ATM,Corporate,Tamil Nadu
TX0230,AC619264,South,BR103,MANDATE,23060.94,Success,2025-07-19 21:53:17,POS,Individual,Karnataka
TX0231,AC653827,South,BR109,UPI,6108.97,Success,2025-07-31 12:58:11,mobile,Corporate,Andhra Pradesh
TX0232,AC543497,South,BR103,NEFT,95967.27,Failed,2025-07-30 12:59:38,POS,Corporate,Telangana
TX0233,AC435305,South,BR106,UPI,8366.77,Success,2025-07-16 01:20:12,web,Corporate,Andhra Pradesh
TX0234,AC600590,South,BR114,CHEQUE,68195.91,Success,2025-08-01 09:00:38,mobile,Individual,Kerala
TX0235,AC889955,South,BR106,NEFT,47556.4,Success,2025-07-15 01:09:53,POS,Corporate,Telangana
TX0236,AC785467,South,BR103,NEFT,27481.65,Success,2025-07-31 19:47:23,ATM,Individual,Kerala
TX0237,AC932213,South,BR120,UPI,4209.5,Success,2025-07-31 02:02:40,POS,Individual,Telangana
TX0238,AC619193,South,BR117,UPI,407.06,Success,2025-07-19 02:59:49,ATM,Corporate,Tamil Nadu
TX0239,AC208659,South,BR115,CHEQUE,187898.48,Success,2025-07-15 09:29:19,ATM,Individual,Karnataka
TX0240,AC103165,South,BR106,UPI,1162.0,Pending,2025-07-22 11:05:19,ATM,Individual,Telangana
TX0241,AC326143,South,BR104,NEFT,35553.27,Success,2025-07-21 14:41:44,mobile,Individual,Andhra Pradesh
TX0242,AC630746,South,BR105,UPI,9878.43,Success,2025-08-01 22:49:56,mobile,Individual,Karnataka
TX0243,AC910297,South,BR102,NEFT,65095.37,Success,2025-07-21 07:58:19,POS,Corporate,Kerala
TX0244,AC105417,South,BR117,UPI,3681.08,Failed,2025-08-03 06:17:26,web,Corporate,Karnataka
