txn_id,account_no,region,branch_code,txn_type,amount,status,timestamp,device_type,customer_type,location
TX0226,AC967689,East,BR110,NEFT,60967.02,Success,2025-07-24 06:48:31,web,Individual,Bihar
TX0227,AC456157,East,BR118,NEFT,60533.09,Success,2025-08-05 13:21:27,mobile,Individual,Jharkhand
TX0228,AC289030,East,BR102,NEFT,70717.63,Success,2025-07-25 20:59:57,mobile,Corporate,Jharkhand
TX0229,AC603453,East,BR120,NEFT,50056.48,Success,2025-08-06 22:41:23,ATM,Individual,West Bengal
TX0230,AC187012,East,BR108,CHEQUE,93140.29,Success,2025-07-28 16:39:28,ATM,Corporate,Odisha
TX0231,AC854073,East,BR115,NEFT,41701.48,Success,2025-07-27 00:12:31,ATM,Corporate,Bihar
TX0232,AC904056,East,BR111,NEFT,8664.98,Success,2025-07-24 03:06:57,mobile,Individual,West Bengal
TX0233,AC227380,East,BR105,MANDATE,38628.62,Success,2025-08-02 07:39:34,mobile,Individual,Bihar
TX0234,AC247755,East,BR112,MANDATE,44747.81,Success,2025-08-02 23:25:30,ATM,Corporate,Jharkhand
TX0235,AC606807,East,BR102,NEFT,70523.57,Success,2025-07-31 15:48:42,mobile,Individual,Jharkhand
TX0236,AC380672,East,BR116,NEFT,63032.82,Success,2025-07-15 00:36:38,POS,Individual,Assam
TX0237,AC710416,East,BR117,UPI,9425.82,Success,2025-07-22 23:15:13,ATM,Individual,Bihar
TX0238,AC991325,East,BR107,NEFT,24734.58,Success,2025-07-26 20:47:27,mobile,Corporate,West Bengal
TX0239,AC835568,East,BR103,MANDATE,28241.25,Success,2025-07-24 23:03:40,POS,Individual,Bihar
TX0240,AC481462,East,BR102,NEFT,5423.87,Success,2025-07-28 15:57:07,mobile,Individual,West Bengal
TX0241,AC860301,East,BR112,MANDATE,15022.9,Success,2025-07-15 00:47:57,POS,Individual,Jharkhand
TX0242,AC493555,East,BR114,NEFT,80949.17,Success,2025-07-19 12:22:42,mobile,Corporate,Bihar
TX0243,AC473447,East,BR120,UPI,3153.42,Success,2025-08-06 00:53:25,POS,Corporate,Assam
TX0244,AC300929,East,BR101,NEFT,13534.45,Success,2025-08-01 06:46:49,web,Corporate,Jharkhand
TX0245,AC678542,East,BR107,MANDATE,28143.58,Success,2025-07-22 03:27:17,mobile,Corporate,Assam
TX0246,AC218183,East,BR113,UPI,9250.05,Success,2025-07-26 02:39:28,ATM,Individual,Bihar
TX0247,AC282652,East,BR115,NEFT,67154.64,Failed,2025-07-24 16:24:06,ATM,Individual,Assam
TX0248,AC406477,East,BR117,UPI,5063.34,Success,2025-07-18 08:51:41,ATM,Individual,Odisha
TX0249,AC462450,East,BR115,NEFT,93169.8,Success,2025-07-15 08:30:45,mobile,Individual,Assam
TX0250,AC247446,East,BR106,NEFT,26812.18,Success,2025-07-29 15:50:35,web,Corporate,Odisha
